term|definition|cefrLevel|layer|frequency|partOfSpeech|exampleSentence|protectedToken
chance|core English term used often in technical instructions and classroom communication about chance|A2|GSL|4747|noun|The students use chance while describing a lab task in English.|false
change|core English term used often in technical instructions and classroom communication about change|A2|GSL|4746|verb|The students use change while describing a lab task in English.|false
channel|core English term used often in technical instructions and classroom communication about channel|A2|GSL|4745|noun|The students use channel while describing a lab task in English.|false
chapter|core English term used often in technical instructions and classroom communication about chapter|A2|GSL|4744|noun|The students use chapter while describing a lab task in English.|false
character|core English term used often in technical instructions and classroom communication about character|A2|GSL|4743|noun|The students use character while describing a lab task in English.|false
characteristic|core English term used often in technical instructions and classroom communication about characteristic|A2|GSL|4742|noun|The students use characteristic while describing a lab task in English.|false
charge|core English term used often in technical instructions and classroom communication about charge|A2|GSL|4741|noun|The students use charge while describing a lab task in English.|false
cheap|core English term used often in technical instructions and classroom communication about cheap|A2|GSL|4740|noun|The students use cheap while describing a lab task in English.|false
check|core English term used often in technical instructions and classroom communication about check|A2|GSL|4739|verb|The students use check while describing a lab task in English.|false
chemical|core English term used often in technical instructions and classroom communication about chemical|A2|GSL|4738|noun|The students use chemical while describing a lab task in English.|false
chief|core English term used often in technical instructions and classroom communication about chief|A2|GSL|4737|noun|The students use chief while describing a lab task in English.|false
child|core English term used often in technical instructions and classroom communication about child|A2|GSL|4736|noun|The students use child while describing a lab task in English.|false
choice|core English term used often in technical instructions and classroom communication about choice|A2|GSL|4735|noun|The students use choice while describing a lab task in English.|false
choose|core English term used often in technical instructions and classroom communication about choose|A2|GSL|4734|noun|The students use choose while describing a lab task in English.|false
church|core English term used often in technical instructions and classroom communication about church|A2|GSL|4733|noun|The students use church while describing a lab task in English.|false
circle|core English term used often in technical instructions and classroom communication about circle|A2|GSL|4732|noun|The students use circle while describing a lab task in English.|false
circumstance|core English term used often in technical instructions and classroom communication about circumstance|A2|GSL|4731|noun|The students use circumstance while describing a lab task in English.|false
citizen|core English term used often in technical instructions and classroom communication about citizen|A2|GSL|4730|noun|The students use citizen while describing a lab task in English.|false
city|core English term used often in technical instructions and classroom communication about city|A2|GSL|4729|noun|The students use city while describing a lab task in English.|false
civil|core English term used often in technical instructions and classroom communication about civil|A2|GSL|4728|noun|The students use civil while describing a lab task in English.|false
claim|core English term used often in technical instructions and classroom communication about claim|A2|GSL|4727|noun|The students use claim while describing a lab task in English.|false
class|core English term used often in technical instructions and classroom communication about class|A2|GSL|4726|noun|The students use class while describing a lab task in English.|false
clean|core English term used often in technical instructions and classroom communication about clean|A2|GSL|4725|verb|The students use clean while describing a lab task in English.|false
clear|core English term used often in technical instructions and classroom communication about clear|A2|GSL|4724|noun|The students use clear while describing a lab task in English.|false
clearly|core English term used often in technical instructions and classroom communication about clearly|A2|GSL|4723|noun|The students use clearly while describing a lab task in English.|false
client|core English term used often in technical instructions and classroom communication about client|A2|GSL|4722|noun|The students use client while describing a lab task in English.|false
climb|core English term used often in technical instructions and classroom communication about climb|A2|GSL|4721|noun|The students use climb while describing a lab task in English.|false
close|core English term used often in technical instructions and classroom communication about close|A2|GSL|4720|noun|The students use close while describing a lab task in English.|false
closely|core English term used often in technical instructions and classroom communication about closely|A2|GSL|4719|noun|The students use closely while describing a lab task in English.|false
clothes|core English term used often in technical instructions and classroom communication about clothes|A2|GSL|4718|noun|The students use clothes while describing a lab task in English.|false
club|core English term used often in technical instructions and classroom communication about club|A2|GSL|4717|noun|The students use club while describing a lab task in English.|false
coal|core English term used often in technical instructions and classroom communication about coal|A2|GSL|4716|noun|The students use coal while describing a lab task in English.|false
code|core English term used often in technical instructions and classroom communication about code|A2|GSL|4715|noun|The students use code while describing a lab task in English.|false
coffee|core English term used often in technical instructions and classroom communication about coffee|A2|GSL|4714|noun|The students use coffee while describing a lab task in English.|false
cold|core English term used often in technical instructions and classroom communication about cold|A2|GSL|4713|noun|The students use cold while describing a lab task in English.|false
colleague|core English term used often in technical instructions and classroom communication about colleague|A2|GSL|4712|noun|The students use colleague while describing a lab task in English.|false
collect|core English term used often in technical instructions and classroom communication about collect|A2|GSL|4711|noun|The students use collect while describing a lab task in English.|false
collection|core English term used often in technical instructions and classroom communication about collection|A2|GSL|4710|noun|The students use collection while describing a lab task in English.|false
college|core English term used often in technical instructions and classroom communication about college|A2|GSL|4709|noun|The students use college while describing a lab task in English.|false
colour|core English term used often in technical instructions and classroom communication about colour|A2|GSL|4708|noun|The students use colour while describing a lab task in English.|false
combination|core English term used often in technical instructions and classroom communication about combination|A2|GSL|4707|noun|The students use combination while describing a lab task in English.|false
combine|core English term used often in technical instructions and classroom communication about combine|A2|GSL|4706|noun|The students use combine while describing a lab task in English.|false
come|core English term used often in technical instructions and classroom communication about come|A2|GSL|4705|noun|The students use come while describing a lab task in English.|false
comment|core English term used often in technical instructions and classroom communication about comment|A2|GSL|4704|noun|The students use comment while describing a lab task in English.|false
commercial|core English term used often in technical instructions and classroom communication about commercial|A2|GSL|4703|noun|The students use commercial while describing a lab task in English.|false
commission|core English term used often in technical instructions and classroom communication about commission|A2|GSL|4702|noun|The students use commission while describing a lab task in English.|false
commit|core English term used often in technical instructions and classroom communication about commit|A2|GSL|4701|verb|The students use commit while describing a lab task in English.|false
commitment|core English term used often in technical instructions and classroom communication about commitment|B1|GSL|4700|noun|The students use commitment while describing a lab task in English.|false
committee|core English term used often in technical instructions and classroom communication about committee|B1|GSL|4699|noun|The students use committee while describing a lab task in English.|false
common|core English term used often in technical instructions and classroom communication about common|B1|GSL|4698|noun|The students use common while describing a lab task in English.|false
communication|core English term used often in technical instructions and classroom communication about communication|B1|GSL|4697|noun|The students use communication while describing a lab task in English.|false
community|core English term used often in technical instructions and classroom communication about community|B1|GSL|4696|noun|The students use community while describing a lab task in English.|false
company|core English term used often in technical instructions and classroom communication about company|B1|GSL|4695|noun|The students use company while describing a lab task in English.|false
compare|core English term used often in technical instructions and classroom communication about compare|B1|GSL|4694|noun|The students use compare while describing a lab task in English.|false
comparison|core English term used often in technical instructions and classroom communication about comparison|B1|GSL|4693|noun|The students use comparison while describing a lab task in English.|false
competition|core English term used often in technical instructions and classroom communication about competition|B1|GSL|4692|noun|The students use competition while describing a lab task in English.|false
complete|core English term used often in technical instructions and classroom communication about complete|B1|GSL|4691|noun|The students use complete while describing a lab task in English.|false
completely|core English term used often in technical instructions and classroom communication about completely|B1|GSL|4690|noun|The students use completely while describing a lab task in English.|false
complex|core English term used often in technical instructions and classroom communication about complex|B1|GSL|4689|noun|The students use complex while describing a lab task in English.|false
component|core English term used often in technical instructions and classroom communication about component|B1|GSL|4688|noun|The students use component while describing a lab task in English.|false
computer|core English term used often in technical instructions and classroom communication about computer|B1|GSL|4687|noun|The students use computer while describing a lab task in English.|false
concentrate|core English term used often in technical instructions and classroom communication about concentrate|B1|GSL|4686|noun|The students use concentrate while describing a lab task in English.|false
concentration|core English term used often in technical instructions and classroom communication about concentration|B1|GSL|4685|noun|The students use concentration while describing a lab task in English.|false
concept|core English term used often in technical instructions and classroom communication about concept|B1|GSL|4684|noun|The students use concept while describing a lab task in English.|false
concern|core English term used often in technical instructions and classroom communication about concern|B1|GSL|4683|noun|The students use concern while describing a lab task in English.|false
concerned|core English term used often in technical instructions and classroom communication about concerned|B1|GSL|4682|noun|The students use concerned while describing a lab task in English.|false
conclude|core English term used often in technical instructions and classroom communication about conclude|B1|GSL|4681|noun|The students use conclude while describing a lab task in English.|false
conclusion|core English term used often in technical instructions and classroom communication about conclusion|B1|GSL|4680|noun|The students use conclusion while describing a lab task in English.|false
condition|core English term used often in technical instructions and classroom communication about condition|B1|GSL|4679|noun|The students use condition while describing a lab task in English.|false
conduct|core English term used often in technical instructions and classroom communication about conduct|B1|GSL|4678|verb|The students use conduct while describing a lab task in English.|false
conference|core English term used often in technical instructions and classroom communication about conference|B1|GSL|4677|noun|The students use conference while describing a lab task in English.|false
confidence|core English term used often in technical instructions and classroom communication about confidence|B1|GSL|4676|noun|The students use confidence while describing a lab task in English.|false
confirm|core English term used often in technical instructions and classroom communication about confirm|B1|GSL|4675|noun|The students use confirm while describing a lab task in English.|false
conflict|core English term used often in technical instructions and classroom communication about conflict|B1|GSL|4674|noun|The students use conflict while describing a lab task in English.|false
congress|core English term used often in technical instructions and classroom communication about congress|B1|GSL|4673|noun|The students use congress while describing a lab task in English.|false
connect|core English term used often in technical instructions and classroom communication about connect|B1|GSL|4672|noun|The students use connect while describing a lab task in English.|false
connection|core English term used often in technical instructions and classroom communication about connection|B1|GSL|4671|noun|The students use connection while describing a lab task in English.|false
consequence|core English term used often in technical instructions and classroom communication about consequence|B1|GSL|4670|noun|The students use consequence while describing a lab task in English.|false
conservative|core English term used often in technical instructions and classroom communication about conservative|B1|GSL|4669|noun|The students use conservative while describing a lab task in English.|false
consider|core English term used often in technical instructions and classroom communication about consider|B1|GSL|4668|noun|The students use consider while describing a lab task in English.|false
considerable|core English term used often in technical instructions and classroom communication about considerable|B1|GSL|4667|noun|The students use considerable while describing a lab task in English.|false
consideration|core English term used often in technical instructions and classroom communication about consideration|B1|GSL|4666|noun|The students use consideration while describing a lab task in English.|false
consist|core English term used often in technical instructions and classroom communication about consist|B1|GSL|4665|noun|The students use consist while describing a lab task in English.|false
constant|core English term used often in technical instructions and classroom communication about constant|B1|GSL|4664|noun|The students use constant while describing a lab task in English.|false
construction|core English term used often in technical instructions and classroom communication about construction|B1|GSL|4663|noun|The students use construction while describing a lab task in English.|false
consumer|core English term used often in technical instructions and classroom communication about consumer|B1|GSL|4662|noun|The students use consumer while describing a lab task in English.|false
contact|core English term used often in technical instructions and classroom communication about contact|B1|GSL|4661|noun|The students use contact while describing a lab task in English.|false
contain|core English term used often in technical instructions and classroom communication about contain|B1|GSL|4660|noun|The students use contain while describing a lab task in English.|false
content|core English term used often in technical instructions and classroom communication about content|B1|GSL|4659|noun|The students use content while describing a lab task in English.|false
context|core English term used often in technical instructions and classroom communication about context|B1|GSL|4658|noun|The students use context while describing a lab task in English.|false
continue|core English term used often in technical instructions and classroom communication about continue|B1|GSL|4657|noun|The students use continue while describing a lab task in English.|false
contract|core English term used often in technical instructions and classroom communication about contract|B1|GSL|4656|noun|The students use contract while describing a lab task in English.|false
contrast|core English term used often in technical instructions and classroom communication about contrast|B1|GSL|4655|noun|The students use contrast while describing a lab task in English.|false
contribute|core English term used often in technical instructions and classroom communication about contribute|B1|GSL|4654|noun|The students use contribute while describing a lab task in English.|false
contribution|core English term used often in technical instructions and classroom communication about contribution|B1|GSL|4653|noun|The students use contribution while describing a lab task in English.|false
control|core English term used often in technical instructions and classroom communication about control|B1|GSL|4652|noun|The students use control while describing a lab task in English.|false
convention|core English term used often in technical instructions and classroom communication about convention|B1|GSL|4651|noun|The students use convention while describing a lab task in English.|false
conversation|core English term used often in technical instructions and classroom communication about conversation|B1|GSL|4650|noun|The students use conversation while describing a lab task in English.|false
copy|core English term used often in technical instructions and classroom communication about copy|B1|GSL|4649|noun|The students use copy while describing a lab task in English.|false
corner|core English term used often in technical instructions and classroom communication about corner|B1|GSL|4648|noun|The students use corner while describing a lab task in English.|false
corporate|core English term used often in technical instructions and classroom communication about corporate|B1|GSL|4647|noun|The students use corporate while describing a lab task in English.|false
correct|core English term used often in technical instructions and classroom communication about correct|B1|GSL|4646|noun|The students use correct while describing a lab task in English.|false
cos|core English term used often in technical instructions and classroom communication about cos|B1|GSL|4645|noun|The students use cos while describing a lab task in English.|false
cost|core English term used often in technical instructions and classroom communication about cost|B1|GSL|4644|noun|The students use cost while describing a lab task in English.|false
could|core English term used often in technical instructions and classroom communication about could|B1|GSL|4643|noun|The students use could while describing a lab task in English.|false
council|core English term used often in technical instructions and classroom communication about council|B1|GSL|4642|noun|The students use council while describing a lab task in English.|false
count|core English term used often in technical instructions and classroom communication about count|B1|GSL|4641|noun|The students use count while describing a lab task in English.|false
country|core English term used often in technical instructions and classroom communication about country|B1|GSL|4640|noun|The students use country while describing a lab task in English.|false
county|core English term used often in technical instructions and classroom communication about county|B1|GSL|4639|noun|The students use county while describing a lab task in English.|false
couple|core English term used often in technical instructions and classroom communication about couple|B1|GSL|4638|noun|The students use couple while describing a lab task in English.|false
course|core English term used often in technical instructions and classroom communication about course|B1|GSL|4637|noun|The students use course while describing a lab task in English.|false
court|core English term used often in technical instructions and classroom communication about court|B1|GSL|4636|noun|The students use court while describing a lab task in English.|false
cover|core English term used often in technical instructions and classroom communication about cover|B1|GSL|4635|noun|The students use cover while describing a lab task in English.|false
create|core English term used often in technical instructions and classroom communication about create|B1|GSL|4634|verb|The students use create while describing a lab task in English.|false
creation|core English term used often in technical instructions and classroom communication about creation|B1|GSL|4633|noun|The students use creation while describing a lab task in English.|false
credit|core English term used often in technical instructions and classroom communication about credit|B1|GSL|4632|noun|The students use credit while describing a lab task in English.|false
crime|core English term used often in technical instructions and classroom communication about crime|B1|GSL|4631|noun|The students use crime while describing a lab task in English.|false
criminal|core English term used often in technical instructions and classroom communication about criminal|B1|GSL|4630|noun|The students use criminal while describing a lab task in English.|false
crisis|core English term used often in technical instructions and classroom communication about crisis|B1|GSL|4629|noun|The students use crisis while describing a lab task in English.|false
criterion|core English term used often in technical instructions and classroom communication about criterion|B1|GSL|4628|noun|The students use criterion while describing a lab task in English.|false
critical|core English term used often in technical instructions and classroom communication about critical|B1|GSL|4627|noun|The students use critical while describing a lab task in English.|false
criticism|core English term used often in technical instructions and classroom communication about criticism|B1|GSL|4626|noun|The students use criticism while describing a lab task in English.|false
cross|core English term used often in technical instructions and classroom communication about cross|B1|GSL|4625|noun|The students use cross while describing a lab task in English.|false
crowd|core English term used often in technical instructions and classroom communication about crowd|B1|GSL|4624|noun|The students use crowd while describing a lab task in English.|false
cry|core English term used often in technical instructions and classroom communication about cry|B1|GSL|4623|noun|The students use cry while describing a lab task in English.|false
cultural|core English term used often in technical instructions and classroom communication about cultural|B1|GSL|4622|noun|The students use cultural while describing a lab task in English.|false
culture|core English term used often in technical instructions and classroom communication about culture|B1|GSL|4621|noun|The students use culture while describing a lab task in English.|false
cup|core English term used often in technical instructions and classroom communication about cup|B1|GSL|4620|noun|The students use cup while describing a lab task in English.|false
current|core English term used often in technical instructions and classroom communication about current|B1|GSL|4619|noun|The students use current while describing a lab task in English.|false
currently|core English term used often in technical instructions and classroom communication about currently|B1|GSL|4618|noun|The students use currently while describing a lab task in English.|false
curriculum|core English term used often in technical instructions and classroom communication about curriculum|B1|GSL|4617|noun|The students use curriculum while describing a lab task in English.|false
customer|core English term used often in technical instructions and classroom communication about customer|B1|GSL|4616|noun|The students use customer while describing a lab task in English.|false
cut|core English term used often in technical instructions and classroom communication about cut|B1|GSL|4615|noun|The students use cut while describing a lab task in English.|false
damage|core English term used often in technical instructions and classroom communication about damage|B1|GSL|4614|noun|The students use damage while describing a lab task in English.|false
danger|core English term used often in technical instructions and classroom communication about danger|B1|GSL|4613|noun|The students use danger while describing a lab task in English.|false
dangerous|core English term used often in technical instructions and classroom communication about dangerous|B1|GSL|4612|noun|The students use dangerous while describing a lab task in English.|false
dark|core English term used often in technical instructions and classroom communication about dark|B1|GSL|4611|noun|The students use dark while describing a lab task in English.|false
data|core English term used often in technical instructions and classroom communication about data|B1|GSL|4610|noun|The students use data while describing a lab task in English.|false
date|core English term used often in technical instructions and classroom communication about date|B1|GSL|4609|noun|The students use date while describing a lab task in English.|false
daughter|core English term used often in technical instructions and classroom communication about daughter|B1|GSL|4608|noun|The students use daughter while describing a lab task in English.|false
day|core English term used often in technical instructions and classroom communication about day|B1|GSL|4607|noun|The students use day while describing a lab task in English.|false
dead|core English term used often in technical instructions and classroom communication about dead|B1|GSL|4606|noun|The students use dead while describing a lab task in English.|false
deal|core English term used often in technical instructions and classroom communication about deal|B1|GSL|4605|noun|The students use deal while describing a lab task in English.|false
death|core English term used often in technical instructions and classroom communication about death|B1|GSL|4604|noun|The students use death while describing a lab task in English.|false
debate|core English term used often in technical instructions and classroom communication about debate|B1|GSL|4603|noun|The students use debate while describing a lab task in English.|false
debt|core English term used often in technical instructions and classroom communication about debt|B1|GSL|4602|noun|The students use debt while describing a lab task in English.|false
decade|core English term used often in technical instructions and classroom communication about decade|B1|GSL|4601|noun|The students use decade while describing a lab task in English.|false
decide|core English term used often in technical instructions and classroom communication about decide|B1|GSL|4600|noun|The students use decide while describing a lab task in English.|false
decision|core English term used often in technical instructions and classroom communication about decision|B1|GSL|4599|noun|The students use decision while describing a lab task in English.|false
declare|core English term used often in technical instructions and classroom communication about declare|B1|GSL|4598|noun|The students use declare while describing a lab task in English.|false
deep|core English term used often in technical instructions and classroom communication about deep|B1|GSL|4597|noun|The students use deep while describing a lab task in English.|false
defence|core English term used often in technical instructions and classroom communication about defence|B1|GSL|4596|noun|The students use defence while describing a lab task in English.|false
defendant|core English term used often in technical instructions and classroom communication about defendant|B1|GSL|4595|noun|The students use defendant while describing a lab task in English.|false
define|core English term used often in technical instructions and classroom communication about define|B1|GSL|4594|noun|The students use define while describing a lab task in English.|false
definition|core English term used often in technical instructions and classroom communication about definition|B1|GSL|4593|noun|The students use definition while describing a lab task in English.|false
degree|core English term used often in technical instructions and classroom communication about degree|B1|GSL|4592|noun|The students use degree while describing a lab task in English.|false
deliver|core English term used often in technical instructions and classroom communication about deliver|B1|GSL|4591|noun|The students use deliver while describing a lab task in English.|false
demand|core English term used often in technical instructions and classroom communication about demand|B1|GSL|4590|noun|The students use demand while describing a lab task in English.|false
democratic|core English term used often in technical instructions and classroom communication about democratic|B1|GSL|4589|noun|The students use democratic while describing a lab task in English.|false
demonstrate|core English term used often in technical instructions and classroom communication about demonstrate|B1|GSL|4588|noun|The students use demonstrate while describing a lab task in English.|false
deny|core English term used often in technical instructions and classroom communication about deny|B1|GSL|4587|noun|The students use deny while describing a lab task in English.|false
department|core English term used often in technical instructions and classroom communication about department|B1|GSL|4586|noun|The students use department while describing a lab task in English.|false
depend|core English term used often in technical instructions and classroom communication about depend|B1|GSL|4585|noun|The students use depend while describing a lab task in English.|false
deputy|core English term used often in technical instructions and classroom communication about deputy|B1|GSL|4584|noun|The students use deputy while describing a lab task in English.|false
derive|core English term used often in technical instructions and classroom communication about derive|B1|GSL|4583|verb|The students use derive while describing a lab task in English.|false
describe|core English term used often in technical instructions and classroom communication about describe|B1|GSL|4582|noun|The students use describe while describing a lab task in English.|false
description|core English term used often in technical instructions and classroom communication about description|B1|GSL|4581|noun|The students use description while describing a lab task in English.|false
design|core English term used often in technical instructions and classroom communication about design|B2|GSL|4580|noun|The students use design while describing a lab task in English.|false
desire|core English term used often in technical instructions and classroom communication about desire|B2|GSL|4579|noun|The students use desire while describing a lab task in English.|false
desk|core English term used often in technical instructions and classroom communication about desk|B2|GSL|4578|noun|The students use desk while describing a lab task in English.|false
despite|core English term used often in technical instructions and classroom communication about despite|B2|GSL|4577|noun|The students use despite while describing a lab task in English.|false
destroy|core English term used often in technical instructions and classroom communication about destroy|B2|GSL|4576|noun|The students use destroy while describing a lab task in English.|false
detail|core English term used often in technical instructions and classroom communication about detail|B2|GSL|4575|noun|The students use detail while describing a lab task in English.|false
detailed|core English term used often in technical instructions and classroom communication about detailed|B2|GSL|4574|noun|The students use detailed while describing a lab task in English.|false
determine|core English term used often in technical instructions and classroom communication about determine|B2|GSL|4573|noun|The students use determine while describing a lab task in English.|false
develop|core English term used often in technical instructions and classroom communication about develop|B2|GSL|4572|noun|The students use develop while describing a lab task in English.|false
development|core English term used often in technical instructions and classroom communication about development|B2|GSL|4571|noun|The students use development while describing a lab task in English.|false
device|core English term used often in technical instructions and classroom communication about device|B2|GSL|4570|noun|The students use device while describing a lab task in English.|false
die|core English term used often in technical instructions and classroom communication about die|B2|GSL|4569|noun|The students use die while describing a lab task in English.|false
difference|core English term used often in technical instructions and classroom communication about difference|B2|GSL|4568|noun|The students use difference while describing a lab task in English.|false
different|core English term used often in technical instructions and classroom communication about different|B2|GSL|4567|noun|The students use different while describing a lab task in English.|false
difficult|core English term used often in technical instructions and classroom communication about difficult|B2|GSL|4566|noun|The students use difficult while describing a lab task in English.|false
difficulty|core English term used often in technical instructions and classroom communication about difficulty|B2|GSL|4565|noun|The students use difficulty while describing a lab task in English.|false
dinner|core English term used often in technical instructions and classroom communication about dinner|B2|GSL|4564|noun|The students use dinner while describing a lab task in English.|false
direct|core English term used often in technical instructions and classroom communication about direct|B2|GSL|4563|noun|The students use direct while describing a lab task in English.|false
direction|core English term used often in technical instructions and classroom communication about direction|B2|GSL|4562|noun|The students use direction while describing a lab task in English.|false
directly|core English term used often in technical instructions and classroom communication about directly|B2|GSL|4561|noun|The students use directly while describing a lab task in English.|false
director|core English term used often in technical instructions and classroom communication about director|B2|GSL|4560|noun|The students use director while describing a lab task in English.|false
disappear|core English term used often in technical instructions and classroom communication about disappear|B2|GSL|4559|noun|The students use disappear while describing a lab task in English.|false
discipline|core English term used often in technical instructions and classroom communication about discipline|B2|GSL|4558|noun|The students use discipline while describing a lab task in English.|false
discover|core English term used often in technical instructions and classroom communication about discover|B2|GSL|4557|noun|The students use discover while describing a lab task in English.|false
discuss|core English term used often in technical instructions and classroom communication about discuss|B2|GSL|4556|noun|The students use discuss while describing a lab task in English.|false
discussion|core English term used often in technical instructions and classroom communication about discussion|B2|GSL|4555|noun|The students use discussion while describing a lab task in English.|false
disease|core English term used often in technical instructions and classroom communication about disease|B2|GSL|4554|noun|The students use disease while describing a lab task in English.|false
display|core English term used often in technical instructions and classroom communication about display|B2|GSL|4553|noun|The students use display while describing a lab task in English.|false
distance|core English term used often in technical instructions and classroom communication about distance|B2|GSL|4552|noun|The students use distance while describing a lab task in English.|false
distinction|core English term used often in technical instructions and classroom communication about distinction|B2|GSL|4551|noun|The students use distinction while describing a lab task in English.|false
distribution|core English term used often in technical instructions and classroom communication about distribution|B2|GSL|4550|noun|The students use distribution while describing a lab task in English.|false
district|core English term used often in technical instructions and classroom communication about district|B2|GSL|4549|noun|The students use district while describing a lab task in English.|false
divide|core English term used often in technical instructions and classroom communication about divide|B2|GSL|4548|noun|The students use divide while describing a lab task in English.|false
division|core English term used often in technical instructions and classroom communication about division|B2|GSL|4547|noun|The students use division while describing a lab task in English.|false
do|core English term used often in technical instructions and classroom communication about do|B2|GSL|4546|noun|The students use do while describing a lab task in English.|false
doctor|core English term used often in technical instructions and classroom communication about doctor|B2|GSL|4545|noun|The students use doctor while describing a lab task in English.|false
document|core English term used often in technical instructions and classroom communication about document|B2|GSL|4544|noun|The students use document while describing a lab task in English.|false
dog|core English term used often in technical instructions and classroom communication about dog|B2|GSL|4543|noun|The students use dog while describing a lab task in English.|false
domestic|core English term used often in technical instructions and classroom communication about domestic|B2|GSL|4542|noun|The students use domestic while describing a lab task in English.|false
door|core English term used often in technical instructions and classroom communication about door|B2|GSL|4541|noun|The students use door while describing a lab task in English.|false
double|core English term used often in technical instructions and classroom communication about double|B2|GSL|4540|noun|The students use double while describing a lab task in English.|false
doubt|core English term used often in technical instructions and classroom communication about doubt|B2|GSL|4539|noun|The students use doubt while describing a lab task in English.|false
down|core English term used often in technical instructions and classroom communication about down|B2|GSL|4538|noun|The students use down while describing a lab task in English.|false
draw|core English term used often in technical instructions and classroom communication about draw|B2|GSL|4537|noun|The students use draw while describing a lab task in English.|false
drawing|core English term used often in technical instructions and classroom communication about drawing|B2|GSL|4536|noun|The students use drawing while describing a lab task in English.|false
dream|core English term used often in technical instructions and classroom communication about dream|B2|GSL|4535|noun|The students use dream while describing a lab task in English.|false
dress|core English term used often in technical instructions and classroom communication about dress|B2|GSL|4534|noun|The students use dress while describing a lab task in English.|false
drink|core English term used often in technical instructions and classroom communication about drink|B2|GSL|4533|noun|The students use drink while describing a lab task in English.|false
drive|core English term used often in technical instructions and classroom communication about drive|B2|GSL|4532|noun|The students use drive while describing a lab task in English.|false
driver|core English term used often in technical instructions and classroom communication about driver|B2|GSL|4531|noun|The students use driver while describing a lab task in English.|false
drop|core English term used often in technical instructions and classroom communication about drop|B2|GSL|4530|noun|The students use drop while describing a lab task in English.|false
drug|core English term used often in technical instructions and classroom communication about drug|B2|GSL|4529|noun|The students use drug while describing a lab task in English.|false
dry|core English term used often in technical instructions and classroom communication about dry|B2|GSL|4528|noun|The students use dry while describing a lab task in English.|false
due|core English term used often in technical instructions and classroom communication about due|B2|GSL|4527|noun|The students use due while describing a lab task in English.|false
during|core English term used often in technical instructions and classroom communication about during|B2|GSL|4526|noun|The students use during while describing a lab task in English.|false
duty|core English term used often in technical instructions and classroom communication about duty|B2|GSL|4525|noun|The students use duty while describing a lab task in English.|false
each|core English term used often in technical instructions and classroom communication about each|B2|GSL|4524|noun|The students use each while describing a lab task in English.|false
ear|core English term used often in technical instructions and classroom communication about ear|B2|GSL|4523|noun|The students use ear while describing a lab task in English.|false
early|core English term used often in technical instructions and classroom communication about early|B2|GSL|4522|noun|The students use early while describing a lab task in English.|false
earn|core English term used often in technical instructions and classroom communication about earn|B2|GSL|4521|noun|The students use earn while describing a lab task in English.|false
earth|core English term used often in technical instructions and classroom communication about earth|B2|GSL|4520|noun|The students use earth while describing a lab task in English.|false
easily|core English term used often in technical instructions and classroom communication about easily|B2|GSL|4519|noun|The students use easily while describing a lab task in English.|false
east|core English term used often in technical instructions and classroom communication about east|B2|GSL|4518|noun|The students use east while describing a lab task in English.|false
easy|core English term used often in technical instructions and classroom communication about easy|B2|GSL|4517|noun|The students use easy while describing a lab task in English.|false
eat|core English term used often in technical instructions and classroom communication about eat|B2|GSL|4516|noun|The students use eat while describing a lab task in English.|false
economic|core English term used often in technical instructions and classroom communication about economic|B2|GSL|4515|adjective|The students use economic while describing a lab task in English.|false
economy|core English term used often in technical instructions and classroom communication about economy|B2|GSL|4514|noun|The students use economy while describing a lab task in English.|false
edge|core English term used often in technical instructions and classroom communication about edge|B2|GSL|4513|noun|The students use edge while describing a lab task in English.|false
editor|core English term used often in technical instructions and classroom communication about editor|B2|GSL|4512|noun|The students use editor while describing a lab task in English.|false
education|core English term used often in technical instructions and classroom communication about education|B2|GSL|4511|noun|The students use education while describing a lab task in English.|false
educational|core English term used often in technical instructions and classroom communication about educational|B2|GSL|4510|noun|The students use educational while describing a lab task in English.|false
effect|core English term used often in technical instructions and classroom communication about effect|B2|GSL|4509|noun|The students use effect while describing a lab task in English.|false
effective|core English term used often in technical instructions and classroom communication about effective|B2|GSL|4508|noun|The students use effective while describing a lab task in English.|false
effectively|core English term used often in technical instructions and classroom communication about effectively|B2|GSL|4507|noun|The students use effectively while describing a lab task in English.|false
effort|core English term used often in technical instructions and classroom communication about effort|B2|GSL|4506|noun|The students use effort while describing a lab task in English.|false
egg|core English term used often in technical instructions and classroom communication about egg|B2|GSL|4505|noun|The students use egg while describing a lab task in English.|false
either|core English term used often in technical instructions and classroom communication about either|B2|GSL|4504|noun|The students use either while describing a lab task in English.|false
elderly|core English term used often in technical instructions and classroom communication about elderly|B2|GSL|4503|noun|The students use elderly while describing a lab task in English.|false
election|core English term used often in technical instructions and classroom communication about election|B2|GSL|4502|noun|The students use election while describing a lab task in English.|false
element|core English term used often in technical instructions and classroom communication about element|B2|GSL|4501|noun|The students use element while describing a lab task in English.|false
